"ï»¿""Plot Title: 10767838""",,,,,,,,
#,"Date Time, GMT-06:00","Temp, Â°F (LGR S/N: 10767838, SEN S/N: 10767838)",,Coupler Detached (LGR S/N: 10767838),Coupler Attached (LGR S/N: 10767838),Host Connected (LGR S/N: 10767838),Stopped (LGR S/N: 10767838),End Of File (LGR S/N: 10767838)
2106,10/29/15 12:10,31.34,-0.37,,,,,
2107,10/29/15 13:10,31.34,-0.37,,,,,
2108,10/29/15 14:10,31.54,-0.26,,,,,
2109,10/29/15 15:10,31.69,-0.17,,,,,
2110,10/29/15 16:10,31.74,-0.14,,,,,
2111,10/29/15 17:10,31.79,-0.12,,,,,
2112,10/29/15 18:10,31.84,-0.09,,,,,
2113,10/29/15 19:10,31.84,-0.09,,,,,
2114,10/29/15 20:10,31.84,-0.09,,,,,
2115,10/29/15 21:10,31.89,-0.06,,,,,
2116,10/29/15 22:10,31.89,-0.06,,,,,
2117,10/29/15 23:10,31.89,-0.06,,,,,
2118,10/30/15 0:10,31.89,-0.06,,,,,
2119,10/30/15 1:10,31.89,-0.06,,,,,
2120,10/30/15 2:10,31.84,-0.09,,,,,
2121,10/30/15 3:10,31.84,-0.09,,,,,
2122,10/30/15 4:10,31.84,-0.09,,,,,
2123,10/30/15 5:10,31.79,-0.12,,,,,
2124,10/30/15 6:10,31.74,-0.14,,,,,
2125,10/30/15 7:10,31.64,-0.20,,,,,
2126,10/30/15 8:10,31.64,-0.20,,,,,
2127,10/30/15 9:10,31.54,-0.26,,,,,
2128,10/30/15 10:10,31.49,-0.28,,,,,
2129,10/30/15 11:10,31.44,-0.31,,,,,
2130,10/30/15 12:10,31.44,-0.31,,,,,
2131,10/30/15 13:10,31.44,-0.31,,,,,
2132,10/30/15 14:10,31.39,-0.34,,,,,
2133,10/30/15 15:10,31.54,-0.26,,,,,
2134,10/30/15 16:10,31.54,-0.26,,,,,
2135,10/30/15 17:10,31.59,-0.23,,,,,
2136,10/30/15 18:10,31.64,-0.20,,,,,
2137,10/30/15 19:10,31.64,-0.20,,,,,
2138,10/30/15 20:10,31.64,-0.20,,,,,
2139,10/30/15 21:10,31.64,-0.20,,,,,
2140,10/30/15 22:10,31.64,-0.20,,,,,
2141,10/30/15 23:10,31.59,-0.23,,,,,
2142,10/31/15 0:10,31.59,-0.23,,,,,
2143,10/31/15 1:10,31.64,-0.20,,,,,
2144,10/31/15 2:10,31.64,-0.20,,,,,
2145,10/31/15 3:10,31.64,-0.20,,,,,
2146,10/31/15 4:10,31.64,-0.20,,,,,
2147,10/31/15 5:10,31.69,-0.17,,,,,
2148,10/31/15 6:10,31.69,-0.17,,,,,
2149,10/31/15 7:10,31.69,-0.17,,,,,
2150,10/31/15 8:10,31.74,-0.14,,,,,
2151,10/31/15 9:10,31.74,-0.14,,,,,
2152,10/31/15 10:10,31.79,-0.12,,,,,
2153,10/31/15 11:10,31.79,-0.12,,,,,
2154,10/31/15 12:10,31.79,-0.12,,,,,
2155,10/31/15 13:10,31.84,-0.09,,,,,
2156,10/31/15 14:10,31.84,-0.09,,,,,
2157,10/31/15 15:10,31.84,-0.09,,,,,
2158,10/31/15 16:10,31.84,-0.09,,,,,
2159,10/31/15 17:10,31.84,-0.09,,,,,
2160,10/31/15 18:10,31.89,-0.06,,,,,
2161,10/31/15 19:10,31.89,-0.06,,,,,
2162,10/31/15 20:10,31.89,-0.06,,,,,
2163,10/31/15 21:10,31.89,-0.06,,,,,
2164,10/31/15 22:10,31.89,-0.06,,,,,
2165,10/31/15 23:10,31.89,-0.06,,,,,
2166,11/1/15 0:10,31.94,-0.03,,,,,
2167,11/1/15 1:10,31.94,-0.03,,,,,
2168,11/1/15 2:10,31.94,-0.03,,,,,
2169,11/1/15 3:10,31.94,-0.03,,,,,
2170,11/1/15 4:10,31.94,-0.03,,,,,
2171,11/1/15 5:10,31.94,-0.03,,,,,
2172,11/1/15 6:10,31.94,-0.03,,,,,
2173,11/1/15 7:10,31.94,-0.03,,,,,
2174,11/1/15 8:10,31.94,-0.03,,,,,
2175,11/1/15 9:10,31.94,-0.03,,,,,
2176,11/1/15 10:10,31.94,-0.03,,,,,
2177,11/1/15 11:10,31.94,-0.03,,,,,
2178,11/1/15 12:10,31.94,-0.03,,,,,
2179,11/1/15 13:10,31.94,-0.03,,,,,
2180,11/1/15 14:10,31.94,-0.03,,,,,
2181,11/1/15 15:10,31.94,-0.03,,,,,
2182,11/1/15 16:10,31.94,-0.03,,,,,
2183,11/1/15 17:10,31.94,-0.03,,,,,
2184,11/1/15 18:10,31.94,-0.03,,,,,
2185,11/1/15 19:10,31.94,-0.03,,,,,
2186,11/1/15 20:10,31.94,-0.03,,,,,
2187,11/1/15 21:10,31.94,-0.03,,,,,
2188,11/1/15 22:10,31.94,-0.03,,,,,
2189,11/1/15 23:10,31.94,-0.03,,,,,
2190,11/2/15 0:10,31.94,-0.03,,,,,
2191,11/2/15 1:10,31.94,-0.03,,,,,
2192,11/2/15 2:10,31.94,-0.03,,,,,
2193,11/2/15 3:10,31.94,-0.03,,,,,
2194,11/2/15 4:10,31.94,-0.03,,,,,
2195,11/2/15 5:10,31.99,0.00,,,,,
2196,11/2/15 6:10,31.99,0.00,,,,,
2197,11/2/15 7:10,31.99,0.00,,,,,
2198,11/2/15 8:10,31.99,0.00,,,,,
2199,11/2/15 9:10,31.99,0.00,,,,,
2200,11/2/15 10:10,31.99,0.00,,,,,
2201,11/2/15 11:10,31.99,0.00,,,,,
2202,11/2/15 12:10,31.99,0.00,,,,,
2203,11/2/15 13:10,31.99,0.00,,,,,
2204,11/2/15 14:10,31.99,0.00,,,,,
2205,11/2/15 15:10,31.99,0.00,,,,,
2206,11/2/15 16:10,31.99,0.00,,,,,
2207,11/2/15 17:10,31.99,0.00,,,,,
2208,11/2/15 18:10,31.99,0.00,,,,,
2209,11/2/15 19:10,31.99,0.00,,,,,
2210,11/2/15 20:10,31.99,0.00,,,,,
2211,11/2/15 21:10,31.99,0.00,,,,,
2212,11/2/15 22:10,31.99,0.00,,,,,
2213,11/2/15 23:10,31.99,0.00,,,,,
2214,11/3/15 0:10,31.99,0.00,,,,,
2215,11/3/15 1:10,31.99,0.00,,,,,
2216,11/3/15 2:10,31.99,0.00,,,,,
2217,11/3/15 3:10,31.99,0.00,,,,,
2218,11/3/15 4:10,31.99,0.00,,,,,
2219,11/3/15 5:10,31.99,0.00,,,,,
2220,11/3/15 6:10,31.99,0.00,,,,,
2221,11/3/15 7:10,31.99,0.00,,,,,
2222,11/3/15 8:10,32.04,0.02,,,,,
2223,11/3/15 9:10,32.04,0.02,,,,,
2224,11/3/15 10:10,32.04,0.02,,,,,
2225,11/3/15 11:10,32.04,0.02,,,,,
2226,11/3/15 12:10,32.04,0.02,,,,,
2227,11/3/15 13:10,32.04,0.02,,,,,
2228,11/3/15 14:10,32.04,0.02,,,,,
2229,11/3/15 15:10,32.04,0.02,,,,,
2230,11/3/15 16:10,32.04,0.02,,,,,
2231,11/3/15 17:10,32.04,0.02,,,,,
2232,11/3/15 18:10,32.04,0.02,,,,,
2233,11/3/15 19:10,32.04,0.02,,,,,
2234,11/3/15 20:10,32.04,0.02,,,,,
2235,11/3/15 21:10,32.04,0.02,,,,,
2236,11/3/15 22:10,32.04,0.02,,,,,
2237,11/3/15 23:10,32.04,0.02,,,,,
2238,11/4/15 0:10,32.04,0.02,,,,,
2239,11/4/15 1:10,32.04,0.02,,,,,
2240,11/4/15 2:10,32.04,0.02,,,,,
2241,11/4/15 3:10,32.04,0.02,,,,,
2242,11/4/15 4:10,32.04,0.02,,,,,
2243,11/4/15 5:10,32.04,0.02,,,,,
2244,11/4/15 6:10,32.09,0.05,,,,,
2245,11/4/15 7:10,32.09,0.05,,,,,
2246,11/4/15 8:10,32.09,0.05,,,,,
2247,11/4/15 9:10,32.09,0.05,,,,,
2248,11/4/15 10:10,32.09,0.05,,,,,
2249,11/4/15 11:10,32.09,0.05,,,,,
2250,11/4/15 12:10,32.09,0.05,,,,,
2251,11/4/15 13:10,32.09,0.05,,,,,
2252,11/4/15 14:10,32.09,0.05,,,,,
2253,11/4/15 15:10,32.09,0.05,,,,,
2254,11/4/15 16:10,32.09,0.05,,,,,
2255,11/4/15 17:10,32.09,0.05,,,,,
2256,11/4/15 18:10,32.14,0.08,,,,,
2257,11/4/15 19:10,32.14,0.08,,,,,
2258,11/4/15 20:10,32.14,0.08,,,,,
2259,11/4/15 21:10,32.14,0.08,,,,,
2260,11/4/15 22:10,32.14,0.08,,,,,
2261,11/4/15 23:10,32.14,0.08,,,,,
2262,11/5/15 0:10,32.14,0.08,,,,,
2263,11/5/15 1:10,32.14,0.08,,,,,
2264,11/5/15 2:10,32.14,0.08,,,,,
2265,11/5/15 3:10,32.14,0.08,,,,,
2266,11/5/15 4:10,32.14,0.08,,,,,
2267,11/5/15 5:10,32.14,0.08,,,,,
2268,11/5/15 6:10,32.14,0.08,,,,,
2269,11/5/15 7:10,32.14,0.08,,,,,
2270,11/5/15 8:10,32.14,0.08,,,,,
2271,11/5/15 9:10,32.14,0.08,,,,,
2272,11/5/15 10:10,32.14,0.08,,,,,
2273,11/5/15 11:10,32.14,0.08,,,,,
2274,11/5/15 12:10,32.14,0.08,,,,,
2275,11/5/15 13:10,32.14,0.08,,,,,
2276,11/5/15 14:10,32.14,0.08,,,,,
2277,11/5/15 15:10,32.14,0.08,,,,,
2278,11/5/15 16:10,32.14,0.08,,,,,
2279,11/5/15 17:10,32.14,0.08,,,,,
2280,11/5/15 18:10,32.14,0.08,,,,,
2281,11/5/15 19:10,32.14,0.08,,,,,
2282,11/5/15 20:10,32.14,0.08,,,,,
2283,11/5/15 21:10,32.14,0.08,,,,,
2284,11/5/15 22:10,32.14,0.08,,,,,
2285,11/5/15 23:10,32.14,0.08,,,,,
2286,11/6/15 0:10,32.14,0.08,,,,,
2287,11/6/15 1:10,32.14,0.08,,,,,
2288,11/6/15 2:10,32.14,0.08,,,,,
2289,11/6/15 3:10,32.14,0.08,,,,,
2290,11/6/15 4:10,32.19,0.11,,,,,
2291,11/6/15 5:10,32.19,0.11,,,,,
2292,11/6/15 6:10,32.19,0.11,,,,,
2293,11/6/15 7:10,32.19,0.11,,,,,
2294,11/6/15 8:10,32.19,0.11,,,,,
2295,11/6/15 9:10,32.19,0.11,,,,,
2296,11/6/15 10:10,32.19,0.11,,,,,
2297,11/6/15 11:10,32.19,0.11,,,,,
2298,11/6/15 12:10,32.19,0.11,,,,,
2299,11/6/15 13:10,32.19,0.11,,,,,
2300,11/6/15 14:10,32.19,0.11,,,,,
2301,11/6/15 15:10,32.19,0.11,,,,,
2302,11/6/15 16:10,32.19,0.11,,,,,
2303,11/6/15 17:10,32.19,0.11,,,,,
2304,11/6/15 18:10,32.19,0.11,,,,,
2305,11/6/15 19:10,32.19,0.11,,,,,
2306,11/6/15 20:10,32.19,0.11,,,,,
2307,11/6/15 21:10,32.19,0.11,,,,,
2308,11/6/15 22:10,32.19,0.11,,,,,
2309,11/6/15 23:10,32.19,0.11,,,,,
2310,11/7/15 0:10,32.19,0.11,,,,,
2311,11/7/15 1:10,32.19,0.11,,,,,
2312,11/7/15 2:10,32.19,0.11,,,,,
2313,11/7/15 3:10,32.19,0.11,,,,,
2314,11/7/15 4:10,32.19,0.11,,,,,
2315,11/7/15 5:10,32.19,0.11,,,,,
2316,11/7/15 6:10,32.19,0.11,,,,,
2317,11/7/15 7:10,32.24,0.14,,,,,
2318,11/7/15 8:10,32.24,0.14,,,,,
2319,11/7/15 9:10,32.24,0.14,,,,,
2320,11/7/15 10:10,32.24,0.14,,,,,
2321,11/7/15 11:10,32.24,0.14,,,,,
2322,11/7/15 12:10,32.24,0.14,,,,,
2323,11/7/15 13:10,32.24,0.14,,,,,
2324,11/7/15 14:10,32.24,0.14,,,,,
2325,11/7/15 15:10,32.24,0.14,,,,,
2326,11/7/15 16:10,32.24,0.14,,,,,
2327,11/7/15 17:10,32.24,0.14,,,,,
2328,11/7/15 18:10,32.24,0.14,,,,,
2329,11/7/15 19:10,32.24,0.14,,,,,
2330,11/7/15 20:10,32.24,0.14,,,,,
2331,11/7/15 21:10,32.24,0.14,,,,,
2332,11/7/15 22:10,32.24,0.14,,,,,
2333,11/7/15 23:10,32.24,0.14,,,,,
2334,11/8/15 0:10,32.29,0.16,,,,,
2335,11/8/15 1:10,32.29,0.16,,,,,
2336,11/8/15 2:10,32.29,0.16,,,,,
2337,11/8/15 3:10,32.29,0.16,,,,,
2338,11/8/15 4:10,32.29,0.16,,,,,
2339,11/8/15 5:10,32.29,0.16,,,,,
2340,11/8/15 6:10,32.34,0.19,,,,,
2341,11/8/15 7:10,32.29,0.16,,,,,
2342,11/8/15 8:10,32.34,0.19,,,,,
2343,11/8/15 9:10,32.34,0.19,,,,,
2344,11/8/15 10:10,32.34,0.19,,,,,
2345,11/8/15 11:10,32.34,0.19,,,,,
2346,11/8/15 12:10,32.34,0.19,,,,,
2347,11/8/15 13:10,32.34,0.19,,,,,
2348,11/8/15 14:10,32.34,0.19,,,,,
2349,11/8/15 15:10,32.34,0.19,,,,,
2350,11/8/15 16:10,32.34,0.19,,,,,
2351,11/8/15 17:10,32.34,0.19,,,,,
2352,11/8/15 18:10,32.34,0.19,,,,,
2353,11/8/15 19:10,32.34,0.19,,,,,
2354,11/8/15 20:10,32.34,0.19,,,,,
2355,11/8/15 21:10,32.34,0.19,,,,,
2356,11/8/15 22:10,32.39,0.22,,,,,
2357,11/8/15 23:10,32.39,0.22,,,,,
2358,11/9/15 0:10,32.39,0.22,,,,,
2359,11/9/15 1:10,32.39,0.22,,,,,
2360,11/9/15 2:10,32.39,0.22,,,,,
2361,11/9/15 3:10,32.39,0.22,,,,,
2362,11/9/15 4:10,32.39,0.22,,,,,
2363,11/9/15 5:10,32.39,0.22,,,,,
2364,11/9/15 6:10,32.39,0.22,,,,,
2365,11/9/15 7:10,32.39,0.22,,,,,
2366,11/9/15 8:10,32.39,0.22,,,,,
2367,11/9/15 9:10,32.39,0.22,,,,,
2368,11/9/15 10:10,32.39,0.22,,,,,
2369,11/9/15 11:10,32.39,0.22,,,,,
2370,11/9/15 12:10,32.39,0.22,,,,,
2371,11/9/15 13:10,32.39,0.22,,,,,
2372,11/9/15 14:10,32.39,0.22,,,,,
2373,11/9/15 15:10,32.39,0.22,,,,,
2374,11/9/15 16:10,32.39,0.22,,,,,
2375,11/9/15 17:10,32.39,0.22,,,,,
2376,11/9/15 18:10,32.39,0.22,,,,,
2377,11/9/15 19:10,32.39,0.22,,,,,
2378,11/9/15 20:10,32.44,0.25,,,,,
2379,11/9/15 21:10,32.39,0.22,,,,,
2380,11/9/15 22:10,32.39,0.22,,,,,
2381,11/9/15 23:10,32.39,0.22,,,,,
2382,11/10/15 0:10,32.39,0.22,,,,,
2383,11/10/15 1:10,32.39,0.22,,,,,
2384,11/10/15 2:10,32.39,0.22,,,,,
2385,11/10/15 3:10,32.39,0.22,,,,,
2386,11/10/15 4:10,32.39,0.22,,,,,
2387,11/10/15 5:10,32.39,0.22,,,,,
2388,11/10/15 6:10,32.39,0.22,,,,,
2389,11/10/15 7:10,32.39,0.22,,,,,
2390,11/10/15 8:10,32.39,0.22,,,,,
2391,11/10/15 9:10,32.39,0.22,,,,,
2392,11/10/15 10:10,32.39,0.22,,,,,
2393,11/10/15 11:10,32.39,0.22,,,,,
2394,11/10/15 12:10,32.39,0.22,,,,,
2395,11/10/15 13:10,32.44,0.25,,,,,
2396,11/10/15 14:10,32.44,0.25,,,,,
2397,11/10/15 15:10,32.44,0.25,,,,,
2398,11/10/15 16:10,32.44,0.25,,,,,
2399,11/10/15 17:10,32.44,0.25,,,,,
2400,11/10/15 18:10,32.44,0.25,,,,,
2401,11/10/15 19:10,32.44,0.25,,,,,
2402,11/10/15 20:10,32.44,0.25,,,,,
2403,11/10/15 21:10,32.44,0.25,,,,,
2404,11/10/15 22:10,32.44,0.25,,,,,
2405,11/10/15 23:10,32.44,0.25,,,,,
2406,11/11/15 0:10,32.39,0.22,,,,,
2407,11/11/15 1:10,32.39,0.22,,,,,
2408,11/11/15 2:10,32.44,0.25,,,,,
2409,11/11/15 3:10,32.39,0.22,,,,,
2410,11/11/15 4:10,32.39,0.22,,,,,
2411,11/11/15 5:10,32.39,0.22,,,,,
2412,11/11/15 6:10,32.39,0.22,,,,,
2413,11/11/15 7:10,32.39,0.22,,,,,
2414,11/11/15 8:10,32.39,0.22,,,,,
2415,11/11/15 9:10,32.39,0.22,,,,,
2416,11/11/15 10:10,32.39,0.22,,,,,
2417,11/11/15 11:10,32.44,0.25,,,,,
2418,11/11/15 12:10,32.44,0.25,,,,,
2419,11/11/15 13:10,32.44,0.25,,,,,
2420,11/11/15 14:10,32.44,0.25,,,,,
2421,11/11/15 15:10,32.44,0.25,,,,,
2422,11/11/15 16:10,32.44,0.25,,,,,
2423,11/11/15 17:10,32.44,0.25,,,,,
2424,11/11/15 18:10,32.44,0.25,,,,,
2425,11/11/15 19:10,32.44,0.25,,,,,
2426,11/11/15 20:10,32.44,0.25,,,,,
2427,11/11/15 21:10,32.44,0.25,,,,,
2428,11/11/15 22:10,32.44,0.25,,,,,
2429,11/11/15 23:10,32.44,0.25,,,,,
2430,11/12/15 0:10,32.44,0.25,,,,,
2431,11/12/15 1:10,32.44,0.25,,,,,
2432,11/12/15 2:10,32.44,0.25,,,,,
2433,11/12/15 3:10,32.44,0.25,,,,,
2434,11/12/15 4:10,32.44,0.25,,,,,
2435,11/12/15 5:10,32.44,0.25,,,,,
2436,11/12/15 6:10,32.44,0.25,,,,,
2437,11/12/15 7:10,32.44,0.25,,,,,
2438,11/12/15 8:10,32.44,0.25,,,,,
2439,11/12/15 9:10,32.44,0.25,,,,,
2440,11/12/15 10:10,32.44,0.25,,,,,
2441,11/12/15 11:10,32.44,0.25,,,,,
2442,11/12/15 12:10,32.44,0.25,,,,,
2443,11/12/15 13:10,32.44,0.25,,,,,
2444,11/12/15 14:10,32.44,0.25,,,,,
2445,11/12/15 15:10,32.44,0.25,,,,,
2446,11/12/15 16:10,32.44,0.25,,,,,
2447,11/12/15 17:10,32.44,0.25,,,,,
2448,11/12/15 18:10,32.44,0.25,,,,,
2449,11/12/15 19:10,32.44,0.25,,,,,
2450,11/12/15 20:10,32.44,0.25,,,,,
2451,11/12/15 21:10,32.44,0.25,,,,,
2452,11/12/15 22:10,32.44,0.25,,,,,
2453,11/12/15 23:10,32.44,0.25,,,,,
2454,11/13/15 0:10,32.44,0.25,,,,,
2455,11/13/15 1:10,32.44,0.25,,,,,
2456,11/13/15 2:10,32.44,0.25,,,,,
2457,11/13/15 3:10,32.49,0.27,,,,,
2458,11/13/15 4:10,32.44,0.25,,,,,
2459,11/13/15 5:10,32.44,0.25,,,,,
2460,11/13/15 6:10,32.49,0.27,,,,,
2461,11/13/15 7:10,32.44,0.25,,,,,
2462,11/13/15 8:10,32.44,0.25,,,,,
2463,11/13/15 9:10,32.44,0.25,,,,,
2464,11/13/15 10:10,32.44,0.25,,,,,
2465,11/13/15 11:10,32.49,0.27,,,,,
2466,11/13/15 12:10,32.44,0.25,,,,,
2467,11/13/15 13:10,32.49,0.27,,,,,
2468,11/13/15 14:10,32.49,0.27,,,,,
2469,11/13/15 15:10,32.49,0.27,,,,,
2470,11/13/15 16:10,32.49,0.27,,,,,
2471,11/13/15 17:10,32.49,0.27,,,,,
2472,11/13/15 18:10,32.49,0.27,,,,,
2473,11/13/15 19:10,32.49,0.27,,,,,
2474,11/13/15 20:10,32.49,0.27,,,,,
2475,11/13/15 21:10,32.49,0.27,,,,,
2476,11/13/15 22:10,32.49,0.27,,,,,
2477,11/13/15 23:10,32.49,0.27,,,,,
2478,11/14/15 0:10,32.44,0.25,,,,,
2479,11/14/15 1:10,32.44,0.25,,,,,
2480,11/14/15 2:10,32.44,0.25,,,,,
2481,11/14/15 3:10,32.44,0.25,,,,,
2482,11/14/15 4:10,32.44,0.25,,,,,
2483,11/14/15 5:10,32.44,0.25,,,,,
2484,11/14/15 6:10,32.49,0.27,,,,,
2485,11/14/15 7:10,32.49,0.27,,,,,
2486,11/14/15 8:10,32.49,0.27,,,,,
2487,11/14/15 9:10,32.49,0.27,,,,,
2488,11/14/15 10:10,32.49,0.27,,,,,
2489,11/14/15 11:10,32.49,0.27,,,,,
2490,11/14/15 12:10,32.49,0.27,,,,,
2491,11/14/15 13:10,32.49,0.27,,,,,
2492,11/14/15 14:10,32.49,0.27,,,,,
2493,11/14/15 15:10,32.49,0.27,,,,,
2494,11/14/15 16:10,32.49,0.27,,,,,
2495,11/14/15 17:10,32.49,0.27,,,,,
2496,11/14/15 18:10,32.49,0.27,,,,,
2497,11/14/15 19:10,32.49,0.27,,,,,
2498,11/14/15 20:10,32.49,0.27,,,,,
2499,11/14/15 21:10,32.49,0.27,,,,,
2500,11/14/15 22:10,32.49,0.27,,,,,
2501,11/14/15 23:10,32.49,0.27,,,,,
2502,11/15/15 0:10,32.49,0.27,,,,,
2503,11/15/15 1:10,32.54,0.30,,,,,
2504,11/15/15 2:10,32.54,0.30,,,,,
2505,11/15/15 3:10,32.54,0.30,,,,,
2506,11/15/15 4:10,32.49,0.27,,,,,
2507,11/15/15 5:10,32.54,0.30,,,,,
2508,11/15/15 6:10,32.49,0.27,,,,,
2509,11/15/15 7:10,32.49,0.27,,,,,
2510,11/15/15 8:10,32.49,0.27,,,,,
2511,11/15/15 9:10,32.49,0.27,,,,,
2512,11/15/15 10:10,32.49,0.27,,,,,
2513,11/15/15 11:10,32.49,0.27,,,,,
2514,11/15/15 12:10,32.54,0.30,,,,,
2515,11/15/15 13:10,32.54,0.30,,,,,
2516,11/15/15 14:10,32.54,0.30,,,,,
2517,11/15/15 15:10,32.54,0.30,,,,,
2518,11/15/15 16:10,32.54,0.30,,,,,
2519,11/15/15 17:10,32.54,0.30,,,,,
2520,11/15/15 18:10,32.54,0.30,,,,,
2521,11/15/15 19:10,32.54,0.30,,,,,
2522,11/15/15 20:10,32.54,0.30,,,,,
2523,11/15/15 21:10,32.54,0.30,,,,,
2524,11/15/15 22:10,32.54,0.30,,,,,
2525,11/15/15 23:10,32.49,0.27,,,,,
2526,11/16/15 0:10,32.49,0.27,,,,,
2527,11/16/15 1:10,32.49,0.27,,,,,
2528,11/16/15 2:10,32.49,0.27,,,,,
2529,11/16/15 3:10,32.49,0.27,,,,,
2530,11/16/15 4:10,32.49,0.27,,,,,
2531,11/16/15 5:10,32.49,0.27,,,,,
2532,11/16/15 6:10,32.49,0.27,,,,,
2533,11/16/15 7:10,32.54,0.30,,,,,
2534,11/16/15 8:10,32.54,0.30,,,,,
2535,11/16/15 9:10,32.54,0.30,,,,,
2536,11/16/15 10:10,32.54,0.30,,,,,
2537,11/16/15 11:10,32.54,0.30,,,,,
2538,11/16/15 12:10,32.54,0.30,,,,,
2539,11/16/15 13:10,32.54,0.30,,,,,
2540,11/16/15 14:10,32.54,0.30,,,,,
2541,11/16/15 15:10,32.54,0.30,,,,,
2542,11/16/15 16:10,32.49,0.27,,,,,
2543,11/16/15 17:10,32.49,0.27,,,,,
2544,11/16/15 18:10,32.49,0.27,,,,,
2545,11/16/15 19:10,32.49,0.27,,,,,
2546,11/16/15 20:10,32.49,0.27,,,,,
2547,11/16/15 21:10,32.49,0.27,,,,,
2548,11/16/15 22:10,32.49,0.27,,,,,
2549,11/16/15 23:10,32.49,0.27,,,,,
2550,11/17/15 0:10,32.49,0.27,,,,,
2551,11/17/15 1:10,32.49,0.27,,,,,
2552,11/17/15 2:10,32.49,0.27,,,,,
2553,11/17/15 3:10,32.49,0.27,,,,,
2554,11/17/15 4:10,32.49,0.27,,,,,
2555,11/17/15 5:10,32.49,0.27,,,,,
2556,11/17/15 6:10,32.49,0.27,,,,,
2557,11/17/15 7:10,32.49,0.27,,,,,
2558,11/17/15 8:10,32.49,0.27,,,,,
2559,11/17/15 9:10,32.49,0.27,,,,,
2560,11/17/15 10:10,32.49,0.27,,,,,
2561,11/17/15 11:10,32.49,0.27,,,,,
2562,11/17/15 12:10,32.49,0.27,,,,,
2563,11/17/15 13:10,32.49,0.27,,,,,
2564,11/17/15 14:10,32.49,0.27,,,,,
2565,11/17/15 15:10,32.49,0.27,,,,,
2566,11/17/15 16:10,32.49,0.27,,,,,
2567,11/17/15 17:10,32.49,0.27,,,,,
2568,11/17/15 18:10,32.54,0.30,,,,,
2569,11/17/15 19:10,32.49,0.27,,,,,
2570,11/17/15 20:10,32.49,0.27,,,,,
2571,11/17/15 21:10,32.49,0.27,,,,,
2572,11/17/15 22:10,32.49,0.27,,,,,
2573,11/17/15 23:10,32.49,0.27,,,,,
2574,11/18/15 0:10,32.49,0.27,,,,,
2575,11/18/15 1:10,32.49,0.27,,,,,
2576,11/18/15 2:10,32.49,0.27,,,,,
2577,11/18/15 3:10,32.49,0.27,,,,,
2578,11/18/15 4:10,32.49,0.27,,,,,
2579,11/18/15 5:10,32.44,0.25,,,,,
2580,11/18/15 6:10,32.44,0.25,,,,,
2581,11/18/15 7:10,32.44,0.25,,,,,
2582,11/18/15 8:10,32.44,0.25,,,,,
2583,11/18/15 9:10,32.49,0.27,,,,,
2584,11/18/15 10:10,32.49,0.27,,,,,
2585,11/18/15 11:10,32.49,0.27,,,,,
2586,11/18/15 12:10,32.49,0.27,,,,,
2587,11/18/15 13:10,32.49,0.27,,,,,
2588,11/18/15 14:10,32.49,0.27,,,,,
2589,11/18/15 15:10,32.49,0.27,,,,,
2590,11/18/15 16:10,32.49,0.27,,,,,
2591,11/18/15 17:10,32.49,0.27,,,,,
2592,11/18/15 18:10,32.49,0.27,,,,,
2593,11/18/15 19:10,32.49,0.27,,,,,
2594,11/18/15 20:10,32.49,0.27,,,,,
2595,11/18/15 21:10,32.49,0.27,,,,,
2596,11/18/15 22:10,32.49,0.27,,,,,
2597,11/18/15 23:10,32.49,0.27,,,,,
2598,11/19/15 0:10,32.49,0.27,,,,,
2599,11/19/15 1:10,32.49,0.27,,,,,
2600,11/19/15 2:10,32.49,0.27,,,,,
2601,11/19/15 3:10,32.49,0.27,,,,,
2602,11/19/15 4:10,32.49,0.27,,,,,
2603,11/19/15 5:10,32.49,0.27,,,,,
2604,11/19/15 6:10,32.49,0.27,,,,,
2605,11/19/15 7:10,32.49,0.27,,,,,
2606,11/19/15 8:10,32.49,0.27,,,,,
2607,11/19/15 9:10,32.49,0.27,,,,,
2608,11/19/15 10:10,32.49,0.27,,,,,
2609,11/19/15 11:10,32.49,0.27,,,,,
2610,11/19/15 12:10,32.49,0.27,,,,,
2611,11/19/15 13:10,32.49,0.27,,,,,
2612,11/19/15 14:10,32.49,0.27,,,,,
2613,11/19/15 15:10,32.49,0.27,,,,,
2614,11/19/15 16:10,32.49,0.27,,,,,
2615,11/19/15 17:10,32.49,0.27,,,,,
2616,11/19/15 18:10,32.49,0.27,,,,,
2617,11/19/15 19:10,32.49,0.27,,,,,
2618,11/19/15 20:10,32.49,0.27,,,,,
2619,11/19/15 21:10,32.49,0.27,,,,,
2620,11/19/15 22:10,32.49,0.27,,,,,
2621,11/19/15 23:10,32.49,0.27,,,,,
2622,11/20/15 0:10,32.49,0.27,,,,,
2623,11/20/15 1:10,32.49,0.27,,,,,
2624,11/20/15 2:10,32.49,0.27,,,,,
2625,11/20/15 3:10,32.49,0.27,,,,,
2626,11/20/15 4:10,32.49,0.27,,,,,
2627,11/20/15 5:10,32.49,0.27,,,,,
2628,11/20/15 6:10,32.49,0.27,,,,,
2629,11/20/15 7:10,32.49,0.27,,,,,
2630,11/20/15 8:10,32.44,0.25,,,,,
2631,11/20/15 9:10,32.49,0.27,,,,,
2632,11/20/15 10:10,32.49,0.27,,,,,
2633,11/20/15 11:10,32.49,0.27,,,,,
