Stream,Name,Type,Site ,Year,Date,Area,Fraction,Sampler,NoSurbers,Rep,Taxa,Biomass,Abundance ,Density,Stage
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Non-Tanypodinae,56.26,112,1929,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Chironomidae,0.21,1,17,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Dixella,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Clinocera,0.14,2,34,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Oreogeton,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Helodon,20.96,13,224,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Prosimulium,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Simuliidae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Dicranota,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Ormosia,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Paradelphomyia,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Tipula,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Baetis,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Drunella ,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Cinygmula,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Epeorus,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Rhithrogena,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Macroveliidae,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Pentacora,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Nematoda,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Alloperla,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Suwallia,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Sweltsa,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Lednia,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Zapada,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Megarcys,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Megarcys2,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Allomyia,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Homophylax,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Psychoglypha,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Rhyacophila ,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Trichoptera,0,0,0,larval
Middle Teton,MT,Glacier,upper,2016,29-Jul-16,GTNP,sm,surber,5,,Turbellaria,0,0,0,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,sm,surber,1,1,Acari,12.74,1,11,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,sm,surber,1,2,Clinocera,3.58,1,11,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,lg,surber,1,3,Dicranota,11.21,2,22,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,lg,surber,1,1,Helodon,0,3,32,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,sm,surber,1,1,Helodon,0,5,54,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,lg,surber,1,2,Helodon,0,5,54,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,sm,surber,1,2,Helodon,0,2,22,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,lg,surber,1,3,Helodon,0,2,22,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,sm,surber,1,3,Helodon,0,2,22,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,lg,surber,1,1,Chironomidae pupa,0.29,1,11,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,sm,surber,1,1,Chironomidae pupa,0.13,1,11,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,lg,surber,1,1,Non-Tanypodinae,36.9,78,840,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,sm,surber,1,1,Non-Tanypodinae,5.57,61,657,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,lg,surber,1,2,Non-Tanypodinae,33.54,73,786,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,sm,surber,1,2,Non-Tanypodinae,22.36,128,1378,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,lg,surber,1,3,Non-Tanypodinae,56.58,63,678,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,sm,surber,1,3,Non-Tanypodinae,13.51,49,527,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,sm,surber,1,1,Oligochaeta,2.58,1,11,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,lg,surber,1,2,Oligochaeta,3.44,1,11,larval
Middle Teton,MT,Glacier,upper,2017,5-Aug-17,GTNP,sm,surber,1,2,Oligochaeta,2.58,1,11,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,whole,surber,1,3,Allomyia,6.58,1,11,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,sm,surber,1,1,Chironomidae pupa,0.26,2,22,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,sm,surber,1,2,Chironomidae pupa,0.39,2,22,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,lg,surber,1,1,Clinocera,11.26,1,11,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,lg,surber,1,2,Clinocera,11.26,1,11,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,whole,surber,1,3,Clinocera,3.58,1,11,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,sm,surber,1,1,Collembola,29.34,1,11,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,sm,surber,1,1,Helodon,1.77,1,11,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,sm,surber,1,2,Helodon,9.57,4,43,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,whole,surber,1,3,Helodon,0.85,1,11,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,whole,surber,1,3,Lednia,6.63,1,11,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,lg,surber,1,1,Non-Tanypodinae,98.6,136,1464,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,sm,surber,1,1,Non-Tanypodinae,23.63,92,990,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,lg,surber,1,2,Non-Tanypodinae,109.46,137,1475,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,sm,surber,1,2,Non-Tanypodinae,35.28,202,2174,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,whole,surber,1,3,Non-Tanypodinae,81.91,159,1712,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,whole,surber,1,3,Oligochaeta,3.44,1,11,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,lg,surber,1,1,Prosimulium,9.97,2,22,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,lg,surber,1,2,Rhyacophila,9.07,1,11,larval
Middle Teton,MT,Glacier,upper,2018,2-Aug-18,GTNP,lg,surber,1,1,Staphylinidae,2.86,1,11,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,1,1Megarcys,22.12,3,32,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,sm,surber,1,1,1Megarcys,34.25,7,75,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,2,1Megarcys,158.04,26,280,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,sm,surber,1,2,1Megarcys,34.25,7,75,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,3,1Megarcys,21.83,6,65,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,sm,surber,1,3,1Megarcys,4.07,1,11,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,3,Acari,12.74,1,11,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,sm,surber,1,3,Acari,38.21,3,32,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,3,Helodon,0,2,22,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,1,Homophylax,197.18,2,22,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,2,Homophylax,159.85,2,22,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,2,Hydrophilidae,21.35,1,11,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,1,Non-Tanypodinae,0.79,2,22,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,sm,surber,1,1,Non-Tanypodinae,1.63,7,75,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,2,Non-Tanypodinae,0.52,3,32,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,sm,surber,1,2,Non-Tanypodinae,0.91,5,54,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,3,Non-Tanypodinae,3.51,4,43,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,sm,surber,1,3,Non-Tanypodinae,0.53,5,54,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,1,Prosimulium,15.75,6,65,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,sm,surber,1,1,Prosimulium,28.21,10,108,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,2,Prosimulium,37.93,28,301,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,sm,surber,1,2,Prosimulium,38.93,20,215,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,3,Prosimulium,27.57,18,194,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,sm,surber,1,3,Prosimulium,14.18,8,86,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,1,Rhyacophila ,14.58,3,32,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,2,Rhyacophila ,27.2,3,32,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,sm,surber,1,2,Rhyacophila ,3.32,1,11,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,3,Rhyacophila ,1.63,1,11,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,1,Turbellaria,5.11,2,22,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,sm,surber,1,1,Twinnia,2,1,11,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,2,Twinnia,0.29,1,11,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,sm,surber,1,2,Twinnia,0.89,1,11,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,lg,surber,1,3,Twinnia,0.89,1,11,larval
NF Teton Cr,NFT,Snowmelt,NA,2017,8-Aug-17,GTNP,sm,surber,1,3,Twinnia,7.52,3,32,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,lg,Surber,6,,Oreogeton,0.172537074,3,43,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,lg,Surber,6,,Chironomidae,0.353113885,1,7,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,sm,Surber,6,,Zapada,0.473754868,6,86,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,lg,Surber,6,,Chironomidae,0.552193959,2,29,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,lg,Surber,6,,Zapada,0.681080475,69,124,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,sm,Surber,6,,Turbellaria,0.737572941,2,29,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,sm,Surber,6,,Rhyacophila ,0.792706842,1,14,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,sm,Surber,6,,Trichoptera,0.792706842,1,14,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,sm,Surber,6,,Prosimulium,1.134549528,1,14,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,sm,Surber,6,,Chironomidae,1.156033487,7,100,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,lg,Surber,6,,Limnephilidae,1.214331086,3,5,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,sm,Surber,6,,Chironomidae,1.313455781,4,57,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,sm,Surber,6,,Elmidae,1.446327166,1,14,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,sm,Surber,6,,Simuliidae,2.362747095,1,14,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,lg,Surber,6,,Neothremma,2.525746219,1,2,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,lg,Surber,6,,Oligochaeta,3.439181624,1,14,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,sm,Surber,6,,Non-Tany,3.478703944,24,344,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,sm,Surber,6,,Turbellaria,4.677147245,7,100,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,lg,Surber,6,,Dicranota,4.908869441,1,7,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,sm,Surber,6,,Alloperla,5.322482776,3,43,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,lg,Surber,6,,Allomyia,5.65864309,3,5,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,sm,Surber,6,,Leuctridae,7.478457899,1,14,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,sm,Surber,6,,Neothremma,12.27597684,20,287,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,sm,Surber,6,,Acari,16.98361296,1,14,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,sm,Surber,6,,Megarcys,18.0549433,3,43,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,lg,Surber,6,,Megarcys,21.7816956,2,29,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,sm,Surber,6,,Ostracoda,22.79870829,5,72,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,sm,Surber,6,,Non-Tany,24.62288501,45,646,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,lg,Surber,6,,Non-Tany,27.06755705,69,990,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,sm,Surber,6,,Prosimulium,30.50583704,4,57,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,lg,Surber,6,,Leuctridae,32.18057319,4,57,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,sm,Surber,6,,Acari,33.96722592,2,29,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,lg,Surber,6,,Epeorus,35.28193143,1,14,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,lg,Surber,6,,Alloperla,39.10356035,5,72,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,sm,Surber,6,,Collembola,39.11733046,1,14,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,lg,Surber,6,,Baetidae,44.83130368,5,72,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,lg,Surber,6,,Non-Tany,54.7082182,82,588,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,lg,Surber,6,,Turbellaria,70.82048851,39,560,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,lg,Surber,6,,Megarcys,91.76730423,9,65,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2015,10-Aug-15,GRTE,lg,Surber,6,,Prosimulium,96.93312418,18,129,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,lg,Surber,6,,Rhyacophila ,129.1287009,37,66,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,lg,Surber,6,,Prosimulium,164.9469526,16,230,larval
North Fork Teton Creek,NFT,Snowmelt,lower,2015,10-Aug-15,GRTE,lg,Surber,6,,Neothremma,736.483343,145,2081,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Oligochaeta,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Acari,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Staphylinidae,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Collembola,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Ostracoda,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Probezzia,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Non-Tanypodinae,48.92,375,673,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Chironomidae,2.93,42,75,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Dixella,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Clinocera,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Oreogeton,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Helodon,28.17,19,34,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Prosimulium,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Simuliidae,1.34,3,5,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Dicranota,11.28,8,14,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Ormosia,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Paradelphomyia,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Tipula,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Baetis,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Drunella ,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Cinygmula,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Epeorus,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Rhithrogena,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Macroveliidae,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Pentacora,0.5,1,2,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Nematoda,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Alloperla,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Suwallia,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Sweltsa,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Lednia,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Zapada,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Megarcys,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Megarcys2,53.41,13,23,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Allomyia,2.19,2,4,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Homophylax,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Psychoglypha,129.07,6,11,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Rhyacophila ,39.5,4,7,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Trichoptera,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,lg,surber,6,,Turbellaria,2.1,4,7,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Oligochaeta,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Acari,76.43,2,14,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Staphylinidae,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Collembola,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Ostracoda,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Probezzia,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Non-Tanypodinae,177.91,849,6093,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Chironomidae,4.17,28,201,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Dixella,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Clinocera,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Oreogeton,0.06,2,14,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Helodon,41.89,9,65,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Prosimulium,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Simuliidae,1.18,1,7,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Dicranota,3.36,2,14,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Ormosia,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Paradelphomyia,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Tipula,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Baetis,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Drunella ,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Cinygmula,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Epeorus,0,0,0,larval
North Fork Teton Creek,NFT,Snowmelt,upper,2016,5-Aug-16,GTNP,sm,surber,6,,Rhithrogena,0,0,0,larval
